,E0,Ep,Filename,a,a_sigma,dL,th_LRL,x0,x0_sigma,y0,y0_sigma
53,0.0,0.0,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T03-39-00.txt,-0.14272233406151486,6.707515350058064e-35,-1.0,3.1415926535897927,0.7211664945593733,3.292894396804055e-33,0.2375,3.3537576795183316e-35
54,0.0,0.0,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T03-39-00.txt,0.14272233406151486,6.257805864628481e-35,1.0,0.0,0.7211664945593733,3.0721202765399673e-33,0.2375,3.128902921387262e-35
55,0.0,0.0,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T03-39-00.txt,-0.14272233406151486,6.707515350058064e-35,1.0,3.1415926535897927,0.7211664945593733,3.292894396804055e-33,0.2375,3.3537576795183316e-35
56,0.0,1.4001771364095271e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-25T21-40-22.txt,0.11003184214544563,7.124963121884609e-35,-1.0,0.0,0.528914053539293,5.8849915033443976e-33,0.3441666666666666,3.5624815906515543e-35
57,0.0,1.4001771364095271e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-25T21-40-22.txt,-0.1104402165406726,3.9163833801322e-35,-1.0,3.1415926535897927,0.5965476450793742,3.2109289109242635e-33,0.175,1.9581917016986733e-35
58,0.0,1.4001771364095271e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-25T21-40-22.txt,0.11003184214544563,7.124963121884609e-35,1.0,0.0,0.528914053539293,5.8849915033443976e-33,0.3441666666666666,3.5624815906515543e-35
59,0.0,1.4001771364095271e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-25T21-40-22.txt,-0.1104402165406726,3.9163833801322e-35,1.0,3.1415926535897927,0.5965476450793742,3.2109289109242635e-33,0.175,1.9581917016986733e-35
60,0.0,2.8003542728190542e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T06-24-46.txt,0.021498096360188287,1.1512564434688234e-34,-1.0,0.0,0.5228121230726188,2.490990411693291e-31,0.5504166666666667,5.756282056738292e-35
61,0.0,2.8003542728190542e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T06-24-46.txt,-0.09447536138731494,2.352115259119544e-35,-1.0,3.1415926535897927,0.4929906324608663,2.6352480410051537e-33,0.1225,1.1760576419828508e-35
62,0.0,2.8003542728190542e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T06-24-46.txt,0.021498096360188287,1.1512564434688234e-34,1.0,0.0,0.5228121230726188,2.490990411693291e-31,0.5504166666666667,5.756282056738292e-35
63,0.0,2.8003542728190542e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T06-24-46.txt,-0.09447536138731494,2.352115259119544e-35,1.0,3.1415926535897927,0.4929906324608663,2.6352480410051537e-33,0.1225,1.1760576419828508e-35
64,0.0,4.2005314092285815e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T10-36-29.txt,-0.05677203454212081,1.332704425642595e-34,-1.0,0.0,0.6340360612102848,4.1348992228717583e-32,0.6825,6.663522129009184e-35
65,0.0,4.2005314092285815e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T10-36-29.txt,-0.07022587083169783,1.6761150611310882e-35,-1.0,3.1415926535897927,0.7173240678941586,3.398674372947572e-33,0.08333333333333333,8.380575450459079e-36
66,0.0,4.2005314092285815e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T10-36-29.txt,-0.05677203454212081,1.332704425642595e-34,1.0,0.0,0.6340360612102848,4.1348992228717583e-32,0.6825,6.663522129009184e-35
67,0.0,4.2005314092285815e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T10-36-29.txt,-0.07022587083169783,1.6761150611310882e-35,1.0,3.1415926535897927,0.7173240678941586,3.398674372947572e-33,0.08333333333333333,8.380575450459079e-36
68,0.0,5.6007085456381085e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T13-32-47.txt,0.06575831933020414,1.1794121317841515e-34,-1.0,0.0,1.0979299319850286,2.7274963394235407e-32,0.5441666666666667,5.897060565641192e-35
69,0.0,5.6007085456381085e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T13-32-47.txt,-0.04152928675432116,5.872192205266577e-36,-1.0,3.1415926535897927,0.6169086215706753,3.4047976679863346e-33,0.0475,2.936096105130693e-36
70,0.0,5.6007085456381085e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T13-32-47.txt,0.06575831933020414,1.1794121317841515e-34,1.0,0.0,1.0979299319850286,2.7274963394235407e-32,0.5441666666666667,5.897060565641192e-35
71,0.0,5.6007085456381085e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T13-32-47.txt,-0.04152928675432116,5.872192205266577e-36,1.0,3.1415926535897927,0.6169086215706753,3.4047976679863346e-33,0.0475,2.936096105130693e-36
72,0.0,7.0008856820476346e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T16-22-16.txt,0.10460331972097783,8.086950575564307e-35,-1.0,0.0,0.21165913462108074,7.39084001461434e-33,0.4675,4.0434752331961893e-35
73,0.0,7.0008856820476346e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T16-22-16.txt,-0.024380581354868192,1.8889925572154033e-36,-1.0,3.1415926535897927,0.8670375374848632,3.177913971118933e-33,0.025000000000000005,9.444962917021204e-37
74,0.0,7.0008856820476346e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T16-22-16.txt,0.10460331972097783,8.086950575564307e-35,1.0,0.0,0.21165913462108074,7.39084001461434e-33,0.4675,4.0434752331961893e-35
75,0.0,7.0008856820476346e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T16-22-16.txt,-0.024380581354868192,1.8889925572154033e-36,1.0,3.1415926535897927,0.8670375374848632,3.177913971118933e-33,0.025000000000000005,9.444962917021204e-37
