,E0,Ep,dL,phi,th_LRL
23364,-20.,187.2,-1.,164.,0.
23365,-20.,187.2,-1.,165.,0.
23367,-20.,187.2,-1.,167.,0.
23368,-20.,187.2,-1.,168.,0.
23375,-20.,187.2,-1.,175.,0.
23379,-20.,187.2,-1.,179.,0.
23380,-20.,187.2,-1.,180.,0.
23387,-20.,187.2,-1.,187.,0.
23397,-20.,187.2,-1.,197.,0.
23398,-20.,187.2,-1.,198.,0.
23399,-20.,187.2,-1.,199.,0.
23600,-20.,187.2,1.,0.,0.
23603,-20.,187.2,1.,3.,0.
23605,-20.,187.2,1.,5.,0.
23606,-20.,187.2,1.,6.,0.
23610,-20.,187.2,1.,10.,0.
23615,-20.,187.2,1.,15.,0.
23616,-20.,187.2,1.,16.,0.
23618,-20.,187.2,1.,18.,0.
23619,-20.,187.2,1.,19.,0.
23620,-20.,187.2,1.,20.,0.
23627,-20.,187.2,1.,27.,0.
23630,-20.,187.2,1.,30.,0.
23634,-20.,187.2,1.,34.,0.
23639,-20.,187.2,1.,39.,0.
23643,-20.,187.2,1.,43.,0.
23646,-20.,187.2,1.,46.,0.
23649,-20.,187.2,1.,49.,0.
23654,-20.,187.2,1.,54.,0.
23656,-20.,187.2,1.,56.,0.
23658,-20.,187.2,1.,58.,0.
23663,-20.,187.2,1.,63.,0.
23665,-20.,187.2,1.,65.,0.
23668,-20.,187.2,1.,68.,0.
23671,-20.,187.2,1.,71.,0.
23675,-20.,187.2,1.,75.,0.
23676,-20.,187.2,1.,76.,0.
23679,-20.,187.2,1.,79.,0.
23680,-20.,187.2,1.,80.,0.
23683,-20.,187.2,1.,83.,0.
23685,-20.,187.2,1.,85.,0.
23689,-20.,187.2,1.,89.,0.
23705,-20.,187.2,1.,105.,0.
23740,-20.,187.2,1.,140.,0.
23749,-20.,187.2,1.,149.,0.
23752,-20.,187.2,1.,152.,0.
23759,-20.,187.2,1.,159.,0.
23764,-20.,187.2,1.,164.,0.
23765,-20.,187.2,1.,165.,0.
23767,-20.,187.2,1.,167.,0.
23768,-20.,187.2,1.,168.,0.
23775,-20.,187.2,1.,175.,0.
23779,-20.,187.2,1.,179.,0.
23780,-20.,187.2,1.,180.,0.
23787,-20.,187.2,1.,187.,0.
23797,-20.,187.2,1.,197.,0.
23798,-20.,187.2,1.,198.,0.
23799,-20.,187.2,1.,199.,0.
24003,-20.,288.,-1.,3.,0.
24004,-20.,288.,-1.,4.,0.
24005,-20.,288.,-1.,5.,0.
24006,-20.,288.,-1.,6.,0.
24009,-20.,288.,-1.,9.,0.
24010,-20.,288.,-1.,10.,0.
24013,-20.,288.,-1.,13.,0.
24018,-20.,288.,-1.,18.,0.
24023,-20.,288.,-1.,23.,0.
24024,-20.,288.,-1.,24.,0.
24028,-20.,288.,-1.,28.,0.
24029,-20.,288.,-1.,29.,0.
24030,-20.,288.,-1.,30.,0.
24031,-20.,288.,-1.,31.,0.
24035,-20.,288.,-1.,35.,0.
24043,-20.,288.,-1.,43.,0.
24047,-20.,288.,-1.,47.,0.
24049,-20.,288.,-1.,49.,0.
24054,-20.,288.,-1.,54.,0.
24057,-20.,288.,-1.,57.,0.
24063,-20.,288.,-1.,63.,0.
24065,-20.,288.,-1.,65.,0.
24066,-20.,288.,-1.,66.,0.
24070,-20.,288.,-1.,70.,0.
24073,-20.,288.,-1.,73.,0.
24082,-20.,288.,-1.,82.,0.
24087,-20.,288.,-1.,87.,0.
24102,-20.,288.,-1.,102.,0.
24119,-20.,288.,-1.,119.,0.
24132,-20.,288.,-1.,132.,0.
24150,-20.,288.,-1.,150.,0.
24155,-20.,288.,-1.,155.,0.
24170,-20.,288.,-1.,170.,0.
24171,-20.,288.,-1.,171.,0.
24172,-20.,288.,-1.,172.,0.
24173,-20.,288.,-1.,173.,0.
24175,-20.,288.,-1.,175.,0.
24178,-20.,288.,-1.,178.,0.
24182,-20.,288.,-1.,182.,0.
24186,-20.,288.,-1.,186.,0.
24187,-20.,288.,-1.,187.,0.
24190,-20.,288.,-1.,190.,0.
24192,-20.,288.,-1.,192.,0.
24198,-20.,288.,-1.,198.,0.
24403,-20.,288.,1.,3.,0.
24404,-20.,288.,1.,4.,0.
24405,-20.,288.,1.,5.,0.
24406,-20.,288.,1.,6.,0.
24409,-20.,288.,1.,9.,0.
24410,-20.,288.,1.,10.,0.
24413,-20.,288.,1.,13.,0.
24418,-20.,288.,1.,18.,0.
24423,-20.,288.,1.,23.,0.
24424,-20.,288.,1.,24.,0.
24428,-20.,288.,1.,28.,0.
24429,-20.,288.,1.,29.,0.
24430,-20.,288.,1.,30.,0.
24431,-20.,288.,1.,31.,0.
24435,-20.,288.,1.,35.,0.
24443,-20.,288.,1.,43.,0.
24447,-20.,288.,1.,47.,0.
24449,-20.,288.,1.,49.,0.
24454,-20.,288.,1.,54.,0.
24457,-20.,288.,1.,57.,0.
24463,-20.,288.,1.,63.,0.
24465,-20.,288.,1.,65.,0.
24466,-20.,288.,1.,66.,0.
24470,-20.,288.,1.,70.,0.
24473,-20.,288.,1.,73.,0.
24482,-20.,288.,1.,82.,0.
24487,-20.,288.,1.,87.,0.
24502,-20.,288.,1.,102.,0.
24519,-20.,288.,1.,119.,0.
24532,-20.,288.,1.,132.,0.
24550,-20.,288.,1.,150.,0.
24555,-20.,288.,1.,155.,0.
24570,-20.,288.,1.,170.,0.
24571,-20.,288.,1.,171.,0.
24572,-20.,288.,1.,172.,0.
24573,-20.,288.,1.,173.,0.
24575,-20.,288.,1.,175.,0.
24578,-20.,288.,1.,178.,0.
24582,-20.,288.,1.,182.,0.
24586,-20.,288.,1.,186.,0.
24587,-20.,288.,1.,187.,0.
24590,-20.,288.,1.,190.,0.
24592,-20.,288.,1.,192.,0.
24598,-20.,288.,1.,198.,0.
24800,0.,172.8,-1.,0.,0.
24803,0.,172.8,-1.,3.,0.
24809,0.,172.8,-1.,9.,0.
24811,0.,172.8,-1.,11.,0.
24813,0.,172.8,-1.,13.,0.
24815,0.,172.8,-1.,15.,0.
24819,0.,172.8,-1.,19.,0.
24820,0.,172.8,-1.,20.,0.
24824,0.,172.8,-1.,24.,0.
24825,0.,172.8,-1.,25.,0.
24837,0.,172.8,-1.,37.,0.
24839,0.,172.8,-1.,39.,0.
24840,0.,172.8,-1.,40.,0.
24849,0.,172.8,-1.,49.,0.
24851,0.,172.8,-1.,51.,0.
24853,0.,172.8,-1.,53.,0.
24856,0.,172.8,-1.,56.,0.
24857,0.,172.8,-1.,57.,0.
24858,0.,172.8,-1.,58.,0.
24859,0.,172.8,-1.,59.,0.
24860,0.,172.8,-1.,60.,0.
24861,0.,172.8,-1.,61.,0.
24867,0.,172.8,-1.,67.,0.
24870,0.,172.8,-1.,70.,0.
24873,0.,172.8,-1.,73.,0.
24875,0.,172.8,-1.,75.,0.
24885,0.,172.8,-1.,85.,0.
24918,0.,172.8,-1.,118.,0.
24939,0.,172.8,-1.,139.,0.
24947,0.,172.8,-1.,147.,0.
24954,0.,172.8,-1.,154.,0.
24965,0.,172.8,-1.,165.,0.
24968,0.,172.8,-1.,168.,0.
24973,0.,172.8,-1.,173.,0.
24976,0.,172.8,-1.,176.,0.
24983,0.,172.8,-1.,183.,0.
24984,0.,172.8,-1.,184.,0.
24985,0.,172.8,-1.,185.,0.
24986,0.,172.8,-1.,186.,0.
24987,0.,172.8,-1.,187.,0.
24989,0.,172.8,-1.,189.,0.
24991,0.,172.8,-1.,191.,0.
24993,0.,172.8,-1.,193.,0.
24994,0.,172.8,-1.,194.,0.
24996,0.,172.8,-1.,196.,0.
24997,0.,172.8,-1.,197.,0.
25200,0.,172.8,1.,0.,0.
25203,0.,172.8,1.,3.,0.
25209,0.,172.8,1.,9.,0.
25211,0.,172.8,1.,11.,0.
25213,0.,172.8,1.,13.,0.
25215,0.,172.8,1.,15.,0.
25219,0.,172.8,1.,19.,0.
25220,0.,172.8,1.,20.,0.
25224,0.,172.8,1.,24.,0.
25225,0.,172.8,1.,25.,0.
25237,0.,172.8,1.,37.,0.
25239,0.,172.8,1.,39.,0.
25240,0.,172.8,1.,40.,0.
25249,0.,172.8,1.,49.,0.
25251,0.,172.8,1.,51.,0.
25253,0.,172.8,1.,53.,0.
25256,0.,172.8,1.,56.,0.
25257,0.,172.8,1.,57.,0.
25258,0.,172.8,1.,58.,0.
25259,0.,172.8,1.,59.,0.
25260,0.,172.8,1.,60.,0.
25261,0.,172.8,1.,61.,0.
25267,0.,172.8,1.,67.,0.
25270,0.,172.8,1.,70.,0.
25273,0.,172.8,1.,73.,0.
25275,0.,172.8,1.,75.,0.
25285,0.,172.8,1.,85.,0.
25318,0.,172.8,1.,118.,0.
25339,0.,172.8,1.,139.,0.
25347,0.,172.8,1.,147.,0.
25354,0.,172.8,1.,154.,0.
25365,0.,172.8,1.,165.,0.
25368,0.,172.8,1.,168.,0.
25373,0.,172.8,1.,173.,0.
25376,0.,172.8,1.,176.,0.
25383,0.,172.8,1.,183.,0.
25384,0.,172.8,1.,184.,0.
25385,0.,172.8,1.,185.,0.
25386,0.,172.8,1.,186.,0.
25387,0.,172.8,1.,187.,0.
25389,0.,172.8,1.,189.,0.
25391,0.,172.8,1.,191.,0.
25393,0.,172.8,1.,193.,0.
25394,0.,172.8,1.,194.,0.
25396,0.,172.8,1.,196.,0.
25397,0.,172.8,1.,197.,0.
25601,0.,201.6,-1.,1.,0.
25605,0.,201.6,-1.,5.,0.
25614,0.,201.6,-1.,14.,0.
25618,0.,201.6,-1.,18.,0.
25619,0.,201.6,-1.,19.,0.
25625,0.,201.6,-1.,25.,0.
25628,0.,201.6,-1.,28.,0.
25629,0.,201.6,-1.,29.,0.
25633,0.,201.6,-1.,33.,0.
25634,0.,201.6,-1.,34.,0.
25637,0.,201.6,-1.,37.,0.
25640,0.,201.6,-1.,40.,0.
25645,0.,201.6,-1.,45.,0.
25646,0.,201.6,-1.,46.,0.
25649,0.,201.6,-1.,49.,0.
25650,0.,201.6,-1.,50.,0.
25651,0.,201.6,-1.,51.,0.
25655,0.,201.6,-1.,55.,0.
25656,0.,201.6,-1.,56.,0.
25657,0.,201.6,-1.,57.,0.
25664,0.,201.6,-1.,64.,0.
25667,0.,201.6,-1.,67.,0.
25672,0.,201.6,-1.,72.,0.
25675,0.,201.6,-1.,75.,0.
25677,0.,201.6,-1.,77.,0.
25681,0.,201.6,-1.,81.,0.
25759,0.,201.6,-1.,159.,0.
25763,0.,201.6,-1.,163.,0.
25771,0.,201.6,-1.,171.,0.
25773,0.,201.6,-1.,173.,0.
25778,0.,201.6,-1.,178.,0.
25782,0.,201.6,-1.,182.,0.
25784,0.,201.6,-1.,184.,0.
25785,0.,201.6,-1.,185.,0.
25786,0.,201.6,-1.,186.,0.
25787,0.,201.6,-1.,187.,0.
25788,0.,201.6,-1.,188.,0.
25790,0.,201.6,-1.,190.,0.
25793,0.,201.6,-1.,193.,0.
25796,0.,201.6,-1.,196.,0.
26001,0.,201.6,1.,1.,0.
26005,0.,201.6,1.,5.,0.
26014,0.,201.6,1.,14.,0.
26018,0.,201.6,1.,18.,0.
26019,0.,201.6,1.,19.,0.
26025,0.,201.6,1.,25.,0.
26028,0.,201.6,1.,28.,0.
26029,0.,201.6,1.,29.,0.
26033,0.,201.6,1.,33.,0.
26034,0.,201.6,1.,34.,0.
26037,0.,201.6,1.,37.,0.
26040,0.,201.6,1.,40.,0.
26045,0.,201.6,1.,45.,0.
26046,0.,201.6,1.,46.,0.
26049,0.,201.6,1.,49.,0.
26050,0.,201.6,1.,50.,0.
26051,0.,201.6,1.,51.,0.
26055,0.,201.6,1.,55.,0.
26056,0.,201.6,1.,56.,0.
26057,0.,201.6,1.,57.,0.
26064,0.,201.6,1.,64.,0.
26067,0.,201.6,1.,67.,0.
26072,0.,201.6,1.,72.,0.
26075,0.,201.6,1.,75.,0.
26077,0.,201.6,1.,77.,0.
26081,0.,201.6,1.,81.,0.
26159,0.,201.6,1.,159.,0.
26163,0.,201.6,1.,163.,0.
26171,0.,201.6,1.,171.,0.
26173,0.,201.6,1.,173.,0.
26178,0.,201.6,1.,178.,0.
26182,0.,201.6,1.,182.,0.
26184,0.,201.6,1.,184.,0.
26185,0.,201.6,1.,185.,0.
26186,0.,201.6,1.,186.,0.
26187,0.,201.6,1.,187.,0.
26188,0.,201.6,1.,188.,0.
26190,0.,201.6,1.,190.,0.
26193,0.,201.6,1.,193.,0.
26196,0.,201.6,1.,196.,0.
26402,0.,230.4,-1.,2.,0.
26403,0.,230.4,-1.,3.,0.
26404,0.,230.4,-1.,4.,0.
26408,0.,230.4,-1.,8.,0.
26409,0.,230.4,-1.,9.,0.
26411,0.,230.4,-1.,11.,0.
26412,0.,230.4,-1.,12.,0.
26417,0.,230.4,-1.,17.,0.
26418,0.,230.4,-1.,18.,0.
26422,0.,230.4,-1.,22.,0.
26424,0.,230.4,-1.,24.,0.
26425,0.,230.4,-1.,25.,0.
26431,0.,230.4,-1.,31.,0.
26432,0.,230.4,-1.,32.,0.
26436,0.,230.4,-1.,36.,0.
26439,0.,230.4,-1.,39.,0.
26440,0.,230.4,-1.,40.,0.
26443,0.,230.4,-1.,43.,0.
26446,0.,230.4,-1.,46.,0.
26448,0.,230.4,-1.,48.,0.
26454,0.,230.4,-1.,54.,0.
26455,0.,230.4,-1.,55.,0.
26457,0.,230.4,-1.,57.,0.
26458,0.,230.4,-1.,58.,0.
26462,0.,230.4,-1.,62.,0.
26467,0.,230.4,-1.,67.,0.
26511,0.,230.4,-1.,111.,0.
26522,0.,230.4,-1.,122.,0.
26531,0.,230.4,-1.,131.,0.
26534,0.,230.4,-1.,134.,0.
26561,0.,230.4,-1.,161.,0.
26567,0.,230.4,-1.,167.,0.
26571,0.,230.4,-1.,171.,0.
26580,0.,230.4,-1.,180.,0.
26581,0.,230.4,-1.,181.,0.
26582,0.,230.4,-1.,182.,0.
26588,0.,230.4,-1.,188.,0.
26589,0.,230.4,-1.,189.,0.
26592,0.,230.4,-1.,192.,0.
26593,0.,230.4,-1.,193.,0.
26597,0.,230.4,-1.,197.,0.
26802,0.,230.4,1.,2.,0.
26803,0.,230.4,1.,3.,0.
26804,0.,230.4,1.,4.,0.
26808,0.,230.4,1.,8.,0.
26809,0.,230.4,1.,9.,0.
26811,0.,230.4,1.,11.,0.
26812,0.,230.4,1.,12.,0.
26817,0.,230.4,1.,17.,0.
26818,0.,230.4,1.,18.,0.
26822,0.,230.4,1.,22.,0.
26824,0.,230.4,1.,24.,0.
26825,0.,230.4,1.,25.,0.
26831,0.,230.4,1.,31.,0.
26832,0.,230.4,1.,32.,0.
26836,0.,230.4,1.,36.,0.
26839,0.,230.4,1.,39.,0.
26840,0.,230.4,1.,40.,0.
26843,0.,230.4,1.,43.,0.
26846,0.,230.4,1.,46.,0.
26848,0.,230.4,1.,48.,0.
26854,0.,230.4,1.,54.,0.
26855,0.,230.4,1.,55.,0.
26857,0.,230.4,1.,57.,0.
26858,0.,230.4,1.,58.,0.
26862,0.,230.4,1.,62.,0.
26867,0.,230.4,1.,67.,0.
26911,0.,230.4,1.,111.,0.
26922,0.,230.4,1.,122.,0.
26931,0.,230.4,1.,131.,0.
26934,0.,230.4,1.,134.,0.
26961,0.,230.4,1.,161.,0.
26967,0.,230.4,1.,167.,0.
26971,0.,230.4,1.,171.,0.
26980,0.,230.4,1.,180.,0.
26981,0.,230.4,1.,181.,0.
26982,0.,230.4,1.,182.,0.
26988,0.,230.4,1.,188.,0.
26989,0.,230.4,1.,189.,0.
26992,0.,230.4,1.,192.,0.
26993,0.,230.4,1.,193.,0.
26997,0.,230.4,1.,197.,0.
27200,0.,187.2,-1.,0.,0.
27203,0.,187.2,-1.,3.,0.
27205,0.,187.2,-1.,5.,0.
27210,0.,187.2,-1.,10.,0.
27212,0.,187.2,-1.,12.,0.
27213,0.,187.2,-1.,13.,0.
27215,0.,187.2,-1.,15.,0.
27216,0.,187.2,-1.,16.,0.
27218,0.,187.2,-1.,18.,0.
27219,0.,187.2,-1.,19.,0.
27221,0.,187.2,-1.,21.,0.
27233,0.,187.2,-1.,33.,0.
27234,0.,187.2,-1.,34.,0.
27237,0.,187.2,-1.,37.,0.
27238,0.,187.2,-1.,38.,0.
27239,0.,187.2,-1.,39.,0.
27240,0.,187.2,-1.,40.,0.
27247,0.,187.2,-1.,47.,0.
27249,0.,187.2,-1.,49.,0.
27251,0.,187.2,-1.,51.,0.
27252,0.,187.2,-1.,52.,0.
27256,0.,187.2,-1.,56.,0.
27257,0.,187.2,-1.,57.,0.
27260,0.,187.2,-1.,60.,0.
27265,0.,187.2,-1.,65.,0.
27276,0.,187.2,-1.,76.,0.
27277,0.,187.2,-1.,77.,0.
27288,0.,187.2,-1.,88.,0.
27307,0.,187.2,-1.,107.,0.
27348,0.,187.2,-1.,148.,0.
27360,0.,187.2,-1.,160.,0.
27373,0.,187.2,-1.,173.,0.
27376,0.,187.2,-1.,176.,0.
27379,0.,187.2,-1.,179.,0.
27384,0.,187.2,-1.,184.,0.
27386,0.,187.2,-1.,186.,0.
27387,0.,187.2,-1.,187.,0.
27393,0.,187.2,-1.,193.,0.
27399,0.,187.2,-1.,199.,0.
27600,0.,187.2,1.,0.,0.
27603,0.,187.2,1.,3.,0.
27605,0.,187.2,1.,5.,0.
27610,0.,187.2,1.,10.,0.
27612,0.,187.2,1.,12.,0.
27613,0.,187.2,1.,13.,0.
27615,0.,187.2,1.,15.,0.
27616,0.,187.2,1.,16.,0.
27618,0.,187.2,1.,18.,0.
27619,0.,187.2,1.,19.,0.
27621,0.,187.2,1.,21.,0.
27633,0.,187.2,1.,33.,0.
27634,0.,187.2,1.,34.,0.
27637,0.,187.2,1.,37.,0.
27638,0.,187.2,1.,38.,0.
27639,0.,187.2,1.,39.,0.
27640,0.,187.2,1.,40.,0.
27647,0.,187.2,1.,47.,0.
27649,0.,187.2,1.,49.,0.
27651,0.,187.2,1.,51.,0.
27652,0.,187.2,1.,52.,0.
27656,0.,187.2,1.,56.,0.
27657,0.,187.2,1.,57.,0.
27660,0.,187.2,1.,60.,0.
27665,0.,187.2,1.,65.,0.
27676,0.,187.2,1.,76.,0.
27677,0.,187.2,1.,77.,0.
27688,0.,187.2,1.,88.,0.
27707,0.,187.2,1.,107.,0.
27748,0.,187.2,1.,148.,0.
27760,0.,187.2,1.,160.,0.
27773,0.,187.2,1.,173.,0.
27776,0.,187.2,1.,176.,0.
27779,0.,187.2,1.,179.,0.
27784,0.,187.2,1.,184.,0.
27786,0.,187.2,1.,186.,0.
27787,0.,187.2,1.,187.,0.
27793,0.,187.2,1.,193.,0.
27799,0.,187.2,1.,199.,0.
28005,0.,288.,-1.,5.,0.
28006,0.,288.,-1.,6.,0.
28007,0.,288.,-1.,7.,0.
28018,0.,288.,-1.,18.,0.
28025,0.,288.,-1.,25.,0.
28035,0.,288.,-1.,35.,0.
28039,0.,288.,-1.,39.,0.
28043,0.,288.,-1.,43.,0.
28046,0.,288.,-1.,46.,0.
28049,0.,288.,-1.,49.,0.
28052,0.,288.,-1.,52.,0.
28055,0.,288.,-1.,55.,0.
28060,0.,288.,-1.,60.,0.
28064,0.,288.,-1.,64.,0.
28083,0.,288.,-1.,83.,0.
28105,0.,288.,-1.,105.,0.
28106,0.,288.,-1.,106.,0.
28115,0.,288.,-1.,115.,0.
28120,0.,288.,-1.,120.,0.
28136,0.,288.,-1.,136.,0.
28157,0.,288.,-1.,157.,0.
28164,0.,288.,-1.,164.,0.
28173,0.,288.,-1.,173.,0.
28177,0.,288.,-1.,177.,0.
28181,0.,288.,-1.,181.,0.
28183,0.,288.,-1.,183.,0.
28184,0.,288.,-1.,184.,0.
28185,0.,288.,-1.,185.,0.
28186,0.,288.,-1.,186.,0.
28187,0.,288.,-1.,187.,0.
28190,0.,288.,-1.,190.,0.
28192,0.,288.,-1.,192.,0.
28194,0.,288.,-1.,194.,0.
28199,0.,288.,-1.,199.,0.
28405,0.,288.,1.,5.,0.
28406,0.,288.,1.,6.,0.
28407,0.,288.,1.,7.,0.
28418,0.,288.,1.,18.,0.
28425,0.,288.,1.,25.,0.
28435,0.,288.,1.,35.,0.
28439,0.,288.,1.,39.,0.
28443,0.,288.,1.,43.,0.
28446,0.,288.,1.,46.,0.
28449,0.,288.,1.,49.,0.
28452,0.,288.,1.,52.,0.
28455,0.,288.,1.,55.,0.
28460,0.,288.,1.,60.,0.
28464,0.,288.,1.,64.,0.
28483,0.,288.,1.,83.,0.
28505,0.,288.,1.,105.,0.
28506,0.,288.,1.,106.,0.
28515,0.,288.,1.,115.,0.
28520,0.,288.,1.,120.,0.
28536,0.,288.,1.,136.,0.
28557,0.,288.,1.,157.,0.
28564,0.,288.,1.,164.,0.
28573,0.,288.,1.,173.,0.
28577,0.,288.,1.,177.,0.
28581,0.,288.,1.,181.,0.
28583,0.,288.,1.,183.,0.
28584,0.,288.,1.,184.,0.
28585,0.,288.,1.,185.,0.
28586,0.,288.,1.,186.,0.
28587,0.,288.,1.,187.,0.
28590,0.,288.,1.,190.,0.
28592,0.,288.,1.,192.,0.
28594,0.,288.,1.,194.,0.
28599,0.,288.,1.,199.,0.
28800,0.,259.2,-1.,0.,0.
28801,0.,259.2,-1.,1.,0.
28805,0.,259.2,-1.,5.,0.
28808,0.,259.2,-1.,8.,0.
28809,0.,259.2,-1.,9.,0.
28812,0.,259.2,-1.,12.,0.
28822,0.,259.2,-1.,22.,0.
28827,0.,259.2,-1.,27.,0.
28832,0.,259.2,-1.,32.,0.
28833,0.,259.2,-1.,33.,0.
28834,0.,259.2,-1.,34.,0.
28836,0.,259.2,-1.,36.,0.
28841,0.,259.2,-1.,41.,0.
28842,0.,259.2,-1.,42.,0.
28845,0.,259.2,-1.,45.,0.
28848,0.,259.2,-1.,48.,0.
28851,0.,259.2,-1.,51.,0.
28853,0.,259.2,-1.,53.,0.
28858,0.,259.2,-1.,58.,0.
28860,0.,259.2,-1.,60.,0.
28862,0.,259.2,-1.,62.,0.
28863,0.,259.2,-1.,63.,0.
28865,0.,259.2,-1.,65.,0.
28867,0.,259.2,-1.,67.,0.
28874,0.,259.2,-1.,74.,0.
28878,0.,259.2,-1.,78.,0.
28914,0.,259.2,-1.,114.,0.
28917,0.,259.2,-1.,117.,0.
28918,0.,259.2,-1.,118.,0.
28927,0.,259.2,-1.,127.,0.
28960,0.,259.2,-1.,160.,0.
28967,0.,259.2,-1.,167.,0.
28969,0.,259.2,-1.,169.,0.
28971,0.,259.2,-1.,171.,0.
28973,0.,259.2,-1.,173.,0.
28982,0.,259.2,-1.,182.,0.
28988,0.,259.2,-1.,188.,0.
28989,0.,259.2,-1.,189.,0.
28990,0.,259.2,-1.,190.,0.
28991,0.,259.2,-1.,191.,0.
28992,0.,259.2,-1.,192.,0.
28994,0.,259.2,-1.,194.,0.
28999,0.,259.2,-1.,199.,0.
29200,0.,259.2,1.,0.,0.
29201,0.,259.2,1.,1.,0.
29205,0.,259.2,1.,5.,0.
29208,0.,259.2,1.,8.,0.
29209,0.,259.2,1.,9.,0.
29212,0.,259.2,1.,12.,0.
29222,0.,259.2,1.,22.,0.
29227,0.,259.2,1.,27.,0.
29232,0.,259.2,1.,32.,0.
29233,0.,259.2,1.,33.,0.
29234,0.,259.2,1.,34.,0.
29236,0.,259.2,1.,36.,0.
29241,0.,259.2,1.,41.,0.
29242,0.,259.2,1.,42.,0.
29245,0.,259.2,1.,45.,0.
29248,0.,259.2,1.,48.,0.
29251,0.,259.2,1.,51.,0.
29253,0.,259.2,1.,53.,0.
29258,0.,259.2,1.,58.,0.
29260,0.,259.2,1.,60.,0.
29262,0.,259.2,1.,62.,0.
29263,0.,259.2,1.,63.,0.
29265,0.,259.2,1.,65.,0.
29267,0.,259.2,1.,67.,0.
29274,0.,259.2,1.,74.,0.
29278,0.,259.2,1.,78.,0.
29314,0.,259.2,1.,114.,0.
29317,0.,259.2,1.,117.,0.
29318,0.,259.2,1.,118.,0.
29327,0.,259.2,1.,127.,0.
29360,0.,259.2,1.,160.,0.
29367,0.,259.2,1.,167.,0.
29369,0.,259.2,1.,169.,0.
29371,0.,259.2,1.,171.,0.
29373,0.,259.2,1.,173.,0.
29382,0.,259.2,1.,182.,0.
29388,0.,259.2,1.,188.,0.
29389,0.,259.2,1.,189.,0.
29390,0.,259.2,1.,190.,0.
29391,0.,259.2,1.,191.,0.
29392,0.,259.2,1.,192.,0.
29394,0.,259.2,1.,194.,0.
29399,0.,259.2,1.,199.,0.
29600,-20.,259.2,-1.,0.,0.
29601,-20.,259.2,-1.,1.,0.
29603,-20.,259.2,-1.,3.,0.
29604,-20.,259.2,-1.,4.,0.
29605,-20.,259.2,-1.,5.,0.
29611,-20.,259.2,-1.,11.,0.
29615,-20.,259.2,-1.,15.,0.
29616,-20.,259.2,-1.,16.,0.
29620,-20.,259.2,-1.,20.,0.
29621,-20.,259.2,-1.,21.,0.
29629,-20.,259.2,-1.,29.,0.
29631,-20.,259.2,-1.,31.,0.
29632,-20.,259.2,-1.,32.,0.
29638,-20.,259.2,-1.,38.,0.
29641,-20.,259.2,-1.,41.,0.
29642,-20.,259.2,-1.,42.,0.
29643,-20.,259.2,-1.,43.,0.
29644,-20.,259.2,-1.,44.,0.
29647,-20.,259.2,-1.,47.,0.
29648,-20.,259.2,-1.,48.,0.
29657,-20.,259.2,-1.,57.,0.
29659,-20.,259.2,-1.,59.,0.
29662,-20.,259.2,-1.,62.,0.
29666,-20.,259.2,-1.,66.,0.
29668,-20.,259.2,-1.,68.,0.
29669,-20.,259.2,-1.,69.,0.
29670,-20.,259.2,-1.,70.,0.
29673,-20.,259.2,-1.,73.,0.
29674,-20.,259.2,-1.,74.,0.
29678,-20.,259.2,-1.,78.,0.
29679,-20.,259.2,-1.,79.,0.
29685,-20.,259.2,-1.,85.,0.
29692,-20.,259.2,-1.,92.,0.
29700,-20.,259.2,-1.,100.,0.
29704,-20.,259.2,-1.,104.,0.
29709,-20.,259.2,-1.,109.,0.
29737,-20.,259.2,-1.,137.,0.
29747,-20.,259.2,-1.,147.,0.
29751,-20.,259.2,-1.,151.,0.
29752,-20.,259.2,-1.,152.,0.
29754,-20.,259.2,-1.,154.,0.
29762,-20.,259.2,-1.,162.,0.
29764,-20.,259.2,-1.,164.,0.
29767,-20.,259.2,-1.,167.,0.
29769,-20.,259.2,-1.,169.,0.
29770,-20.,259.2,-1.,170.,0.
29771,-20.,259.2,-1.,171.,0.
29776,-20.,259.2,-1.,176.,0.
29779,-20.,259.2,-1.,179.,0.
29782,-20.,259.2,-1.,182.,0.
29786,-20.,259.2,-1.,186.,0.
29795,-20.,259.2,-1.,195.,0.
29796,-20.,259.2,-1.,196.,0.
29797,-20.,259.2,-1.,197.,0.
30000,-20.,259.2,1.,0.,0.
30001,-20.,259.2,1.,1.,0.
30003,-20.,259.2,1.,3.,0.
30004,-20.,259.2,1.,4.,0.
30005,-20.,259.2,1.,5.,0.
30011,-20.,259.2,1.,11.,0.
30015,-20.,259.2,1.,15.,0.
30016,-20.,259.2,1.,16.,0.
30020,-20.,259.2,1.,20.,0.
30021,-20.,259.2,1.,21.,0.
30029,-20.,259.2,1.,29.,0.
30031,-20.,259.2,1.,31.,0.
30032,-20.,259.2,1.,32.,0.
30038,-20.,259.2,1.,38.,0.
30041,-20.,259.2,1.,41.,0.
30042,-20.,259.2,1.,42.,0.
30043,-20.,259.2,1.,43.,0.
30044,-20.,259.2,1.,44.,0.
30047,-20.,259.2,1.,47.,0.
30048,-20.,259.2,1.,48.,0.
30057,-20.,259.2,1.,57.,0.
30059,-20.,259.2,1.,59.,0.
30062,-20.,259.2,1.,62.,0.
30066,-20.,259.2,1.,66.,0.
30068,-20.,259.2,1.,68.,0.
30069,-20.,259.2,1.,69.,0.
30070,-20.,259.2,1.,70.,0.
