,E0,Ep,dL,phi,th_LRL,Error,n,wfinal
8581.,0.,1.9602479909733385e-11,1.,5.686282702997525,0.,NOERR,2,0.00001506131457857981
9204.,0.,2.2402834182552437e-11,1.,0.12566370614359174,0.,NOERR,2,-2.658310397403686e-6
9765.,0.,2.8003542728190545e-11,-1.,5.183627878423159,0.,NOERR,1,-6.079105862483692e-7
9207.,0.,2.2402834182552437e-11,1.,0.21991148575128555,0.,ShortOrb,2,-0.00006217161313454117
8011.,0.,1.9602479909733385e-11,-1.,0.34557519189487723,0.,NOERR,3,-0.00004884600181999957
9208.,0.,2.2402834182552437e-11,1.,0.25132741228718347,0.,NOERR,2,4.247231406273241e-6
9209.,0.,2.2402834182552437e-11,1.,0.2827433388230814,0.,ShortOrb,3,-0.00005140351946758514
8018.,0.,1.9602479909733385e-11,-1.,0.5654866776461628,0.,NOERR,2,8.738646598651251e-6
8588.,0.,1.9602479909733385e-11,1.,5.9061941887488105,0.,NOERR,1,-0.00002322484728230418
9216.,0.,2.2402834182552437e-11,1.,0.5026548245743669,0.,NOERR,1,0.00001488802389273059
8022.,0.,1.9602479909733385e-11,-1.,0.6911503837897545,0.,ShortOrb,5,-0.000047543536915622214
8589.,0.,1.9602479909733385e-11,1.,5.937610115284708,0.,NOERR,2,-4.7931390614158966e-8
9217.,0.,2.2402834182552437e-11,1.,0.5340707511102649,0.,NOERR,3,-0.000013424649012129179
8026.,0.,1.9602479909733385e-11,-1.,0.8168140899333463,0.,NOERR,2,-0.000021499014061255743
8027.,0.,1.9602479909733385e-11,-1.,0.8482300164692442,0.,NOERR,2,-4.577482348454241e-6
8037.,0.,1.9602479909733385e-11,-1.,1.1623892818282235,0.,NOERR,2,9.143712683557977e-6
9224.,0.,2.2402834182552437e-11,1.,0.7539822368615503,0.,NOERR,1,-8.605039733068438e-6
9766.,0.,2.8003542728190545e-11,-1.,5.215043804959056,0.,NOERR,4,-0.00005194105083746926
8590.,0.,1.9602479909733385e-11,1.,5.969026041820607,0.,NOERR,3,-0.000027097309031961362
9767.,0.,2.8003542728190545e-11,-1.,5.246459731494954,0.,NOERR,2,2.596877438890249e-7
8039.,0.,1.9602479909733385e-11,-1.,1.2252211349000193,0.,NOERR,2,-2.0035671979145615e-6
9768.,0.,2.8003542728190545e-11,-1.,5.277875658030852,0.,NOERR,1,-2.3126940549907932e-6
8593.,0.,1.9602479909733385e-11,1.,6.0632738214283,0.,NOERR,1,-9.852507236392598e-6
9777.,0.,2.8003542728190545e-11,-1.,5.5606189968539335,0.,NOERR,1,1.889178977447233e-6
8594.,0.,1.9602479909733385e-11,1.,6.094689747964199,0.,NOERR,2,-9.263717077123891e-7
9229.,0.,2.2402834182552437e-11,1.,0.91106186954104,0.,NOERR,2,-0.0000121685604106275
9781.,0.,2.8003542728190545e-11,-1.,5.686282702997525,0.,NOERR,2,0.000028632811697660162
9237.,0.,2.2402834182552437e-11,1.,1.1623892818282235,0.,ShortOrb,2,-0.00006022609621634273
8596.,0.,1.9602479909733385e-11,1.,6.157521601035994,0.,NOERR,4,-4.284216509076852e-6
9783.,0.,2.8003542728190545e-11,-1.,5.749114556069322,0.,ShortOrb,5,-0.0000468867342027291
11132.,-3.0396598110480402e-6,0.,1.,4.1469023027385274,3.141592653589793,NOERR,2,-0.00003333945952605146
9245.,0.,2.2402834182552437e-11,1.,1.413716694115407,0.,NOERR,4,-0.00002159170046165357
9784.,0.,2.8003542728190545e-11,-1.,5.7805304826052195,0.,NOERR,3,-0.000010115416562878268
8804.,0.,2.2402834182552437e-11,-1.,0.12566370614359174,0.,NOERR,2,-0.000017293379874646372
9248.,0.,2.2402834182552437e-11,1.,1.5079644737231006,0.,NOERR,2,7.615762820998701e-7
9786.,0.,2.8003542728190545e-11,-1.,5.843362335677016,0.,NOERR,1,4.892458831232845e-6
9249.,0.,2.2402834182552437e-11,1.,1.5393804002589986,0.,ShortOrb,5,-0.00005189867972880317
8807.,0.,2.2402834182552437e-11,-1.,0.21991148575128555,0.,ShortOrb,2,-0.00006217161313662979
9791.,0.,2.8003542728190545e-11,-1.,6.000441968356505,0.,NOERR,2,4.011710120296598e-6
9250.,0.,2.2402834182552437e-11,1.,1.5707963267948966,0.,NOERR,1,5.742633243843094e-6
9795.,0.,2.8003542728190545e-11,-1.,6.126105674500097,0.,NOERR,2,3.13792088624747e-6
9798.,0.,2.8003542728190545e-11,-1.,6.220353454107791,0.,ShortOrb,2,-0.00005962664425164898
8808.,0.,2.2402834182552437e-11,-1.,0.25132741228718347,0.,ShortOrb,9,-0.00004765596159641833
8809.,0.,2.2402834182552437e-11,-1.,0.2827433388230814,0.,ShortOrb,3,-0.00005140351946758514
10000.,0.,2.8003542728190545e-11,1.,0.,0.,NOERR,2,0.00001401935762464212
8816.,0.,2.2402834182552437e-11,-1.,0.5026548245743669,0.,NOERR,1,0.00001488802389273059
9251.,0.,2.2402834182552437e-11,1.,1.6022122533307945,0.,NOERR,3,-2.6767363513959515e-6
10001.,0.,2.8003542728190545e-11,1.,0.031415926535897934,0.,NOERR,2,-4.797891310096583e-6
8817.,0.,2.2402834182552437e-11,-1.,0.5340707511102649,0.,NOERR,2,-2.061515052307963e-6
9252.,0.,2.2402834182552437e-11,1.,1.6336281798666925,0.,ShortOrb,3,-0.00006908979318843879
10004.,0.,2.8003542728190545e-11,1.,0.12566370614359174,0.,NOERR,43,-0.000010009152521569092
9253.,0.,2.2402834182552437e-11,1.,1.6650441064025905,0.,NOERR,3,-1.0822659236272353e-6
10005.,0.,2.8003542728190545e-11,1.,0.15707963267948966,0.,ShortOrb,3,-0.00005165258153685846
9255.,0.,2.2402834182552437e-11,1.,1.7278759594743864,0.,NOERR,2,-4.797430819562641e-7
8824.,0.,2.2402834182552437e-11,-1.,0.7539822368615503,0.,NOERR,1,-8.605039733068438e-6
10011.,0.,2.8003542728190545e-11,1.,0.34557519189487723,0.,NOERR,2,-7.156880486280461e-6
9259.,0.,2.2402834182552437e-11,1.,1.853539665617978,0.,NOERR,3,-1.622870957616215e-6
11145.,-3.0396598110480402e-6,0.,1.,4.5553093477052,3.141592653589793,ShortOrb,4,-0.00008389745283368666
9262.,0.,2.2402834182552437e-11,1.,1.9477874452256718,0.,NOERR,2,-1.2929797597275785e-6
10012.,0.,2.8003542728190545e-11,1.,0.37699111843077515,0.,NOERR,4,-5.199091783280783e-6
9265.,0.,2.2402834182552437e-11,1.,2.0420352248333655,0.,NOERR,2,-7.141215205626679e-7
10013.,0.,2.8003542728190545e-11,1.,0.4084070449666731,0.,ShortOrb,11,-0.000046023168166922014
8829.,0.,2.2402834182552437e-11,-1.,0.91106186954104,0.,NOERR,2,-0.00002373473279146788
8837.,0.,2.2402834182552437e-11,-1.,1.1623892818282235,0.,ShortOrb,2,-0.00006022609621662397
10015.,0.,2.8003542728190545e-11,1.,0.47123889803846897,0.,ShortOrb,5,-0.00004655569237156465
8845.,0.,2.2402834182552437e-11,-1.,1.413716694115407,0.,NOERR,2,-1.6611363574889682e-7
10018.,0.,2.8003542728190545e-11,1.,0.5654866776461628,0.,NOERR,1,4.686916728003912e-6
10019.,0.,2.8003542728190545e-11,1.,0.5969026041820606,0.,ShortOrb,2,-0.00005338504735145134
8848.,0.,2.2402834182552437e-11,-1.,1.5079644737231006,0.,NOERR,2,1.6067875423143586e-6
9267.,0.,2.2402834182552437e-11,1.,2.1048670779051615,0.,NOERR,2,-0.00001525813806494286
10020.,0.,2.8003542728190545e-11,1.,0.6283185307179586,0.,ShortOrb,2,-0.000055284024086746345
8849.,0.,2.2402834182552437e-11,-1.,1.5393804002589986,0.,ShortOrb,5,-0.000051898679728826
11148.,-3.0396598110480402e-6,0.,1.,4.649557127312894,3.141592653589793,NOERR,2,-0.000027406941381602904
10023.,0.,2.8003542728190545e-11,1.,0.7225663103256524,0.,ShortOrb,12,-0.000053302689452245355
11241.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,1.288052987971815,0.,NOERR,5,-1.825256765817468e-6
8850.,0.,2.2402834182552437e-11,-1.,1.5707963267948966,0.,NOERR,1,5.742633243843094e-6
10025.,0.,2.8003542728190545e-11,1.,0.7853981633974483,0.,NOERR,1,3.9778324285377375e-8
9274.,0.,2.2402834182552437e-11,1.,2.324778563656447,0.,NOERR,2,-0.000017131507814184382
10028.,0.,2.8003542728190545e-11,1.,0.8796459430051422,0.,ShortOrb,3,-0.000045818030860400106
9283.,0.,2.2402834182552437e-11,1.,2.607521902479528,0.,NOERR,2,-3.499260148124617e-7
10032.,0.,2.8003542728190545e-11,1.,1.0053096491487339,0.,NOERR,1,6.155439677746171e-7
10033.,0.,2.8003542728190545e-11,1.,1.0367255756846319,0.,NOERR,2,-1.7852688339201234e-6
9355.,0.,2.2402834182552437e-11,1.,4.869468613064179,0.,NOERR,1,-0.000013387986420900381
10035.,0.,2.8003542728190545e-11,1.,1.0995574287564276,0.,NOERR,1,-2.9792571485831642e-8
11259.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,1.853539665617978,0.,NOERR,2,-0.00003556797487189959
9362.,0.,2.2402834182552437e-11,1.,5.089380098815465,0.,NOERR,3,6.366951968041268e-7
11286.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,2.701769682087222,0.,NOERR,2,-5.100872307830409e-7
9364.,0.,2.2402834182552437e-11,1.,5.15221195188726,0.,NOERR,2,-1.387770828176532e-6
11287.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,2.73318560862312,0.,NOERR,2,-8.806205913985745e-7
10042.,0.,2.8003542728190545e-11,1.,1.319468914507713,0.,ShortOrb,3,-0.000045681546894049055
9366.,0.,2.2402834182552437e-11,1.,5.215043804959056,0.,NOERR,1,1.7007345750261663e-7
11353.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,4.806636759992384,0.,NOERR,15,-6.356890185253246e-6
9370.,0.,2.2402834182552437e-11,1.,5.340707511102648,0.,NOERR,2,8.859793654006399e-9
11354.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,4.838052686528282,0.,NOERR,14,-8.451871234433038e-6
10044.,0.,2.8003542728190545e-11,1.,1.382300767579509,0.,NOERR,4,1.0868774587374456e-6
8851.,0.,2.2402834182552437e-11,-1.,1.6022122533307945,0.,NOERR,4,-0.00004663114651228023
10050.,0.,2.8003542728190545e-11,1.,1.5707963267948966,0.,ShortOrb,3,-0.00005065859619864492
9371.,0.,2.2402834182552437e-11,1.,5.372123437638546,0.,NOERR,20,-8.786686759255882e-6
11355.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,4.869468613064179,0.,NOERR,1,-0.000012823660428296593
9373.,0.,2.2402834182552437e-11,1.,5.4349552907103424,0.,NOERR,1,7.551679727561157e-6
8852.,0.,2.2402834182552437e-11,-1.,1.6336281798666925,0.,ShortOrb,3,-0.00006908980003319615
9378.,0.,2.2402834182552437e-11,1.,5.592034923389832,0.,NOERR,1,-4.53490185953292e-7
8853.,0.,2.2402834182552437e-11,-1.,1.6650441064025905,0.,NOERR,2,-1.3308724905193974e-6
9379.,0.,2.2402834182552437e-11,1.,5.62345084992573,0.,NOERR,1,-1.6355984299229207e-6
8855.,0.,2.2402834182552437e-11,-1.,1.7278759594743864,0.,NOERR,2,6.272187433989866e-6
10054.,0.,2.8003542728190545e-11,1.,1.6964600329384885,0.,NOERR,9,-0.000018676991440197432
8859.,0.,2.2402834182552437e-11,-1.,1.853539665617978,0.,NOERR,3,4.4354512292462606e-6
8862.,0.,2.2402834182552437e-11,-1.,1.9477874452256718,0.,NOERR,2,6.252386320118241e-7
10055.,0.,2.8003542728190545e-11,1.,1.7278759594743864,0.,NOERR,3,-7.945207485888735e-6
8865.,0.,2.2402834182552437e-11,-1.,2.0420352248333655,0.,NOERR,2,-7.14121659337674e-7
9380.,0.,2.2402834182552437e-11,1.,5.654866776461628,0.,ShortOrb,3,-0.00003076989898814558
9382.,0.,2.2402834182552437e-11,1.,5.717698629533424,0.,NOERR,4,-2.808521566096178e-6
9388.,0.,2.2402834182552437e-11,1.,5.9061941887488105,0.,NOERR,3,-2.560941708181841e-6
11392.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,6.031857894892402,0.,ShortOrb,3,-0.00006665746090406266
9391.,0.,2.2402834182552437e-11,1.,6.000441968356505,0.,NOERR,2,0.000021453073369975303
9394.,0.,2.2402834182552437e-11,1.,6.094689747964199,0.,ShortOrb,3,-0.00004464855653669643
10056.,0.,2.8003542728190545e-11,1.,1.7592918860102844,0.,NOERR,3,-0.00002185328448924175
11478.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,2.4504422698000385,3.141592653589793,NOERR,2,-2.475745435432328e-6
10058.,0.,2.8003542728190545e-11,1.,1.82212373908208,0.,NOERR,2,0.000051809547970374735
8867.,0.,2.2402834182552437e-11,-1.,2.1048670779051615,0.,NOERR,2,-0.000023081789821905047
10066.,0.,2.8003542728190545e-11,1.,2.0734511513692637,0.,NOERR,2,-2.3703903694503944e-6
9396.,0.,2.2402834182552437e-11,1.,6.157521601035994,0.,NOERR,2,-1.5477165447240737e-6
8874.,0.,2.2402834182552437e-11,-1.,2.324778563656447,0.,NOERR,2,-3.8700627664839436e-7
10071.,0.,2.8003542728190545e-11,1.,2.230530784048753,0.,NOERR,1,2.714198819930138e-6
9600.,0.,2.8003542728190545e-11,-1.,0.,0.,NOERR,2,0.000014019357599682975
8883.,0.,2.2402834182552437e-11,-1.,2.607521902479528,0.,NOERR,2,-7.550108933288087e-7
10072.,0.,2.8003542728190545e-11,1.,2.261946710584651,0.,NOERR,2,-0.00001083971540003166
9601.,0.,2.8003542728190545e-11,-1.,0.031415926535897934,0.,NOERR,2,6.832210357737816e-7
8955.,0.,2.2402834182552437e-11,-1.,4.869468613064179,0.,NOERR,1,-0.000013387986420900381
9604.,0.,2.8003542728190545e-11,-1.,0.12566370614359174,0.,NOERR,3,-8.370303083134464e-6
11492.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,2.8902652413026098,3.141592653589793,NOERR,2,-0.000028392844166872393
9605.,0.,2.8003542728190545e-11,-1.,0.15707963267948966,0.,ShortOrb,3,-0.00005165258153685846
8962.,0.,2.2402834182552437e-11,-1.,5.089380098815465,0.,NOERR,3,-3.5517589656718006e-6
9611.,0.,2.8003542728190545e-11,-1.,0.34557519189487723,0.,NOERR,2,-1.362625845065097e-7
8966.,0.,2.2402834182552437e-11,-1.,5.215043804959056,0.,NOERR,1,1.7007345750261663e-7
9612.,0.,2.8003542728190545e-11,-1.,0.37699111843077515,0.,NOERR,3,6.14221610269185e-7
12845.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,1.413716694115407,0.,NOERR,1,-8.584291106471834e-7
9613.,0.,2.8003542728190545e-11,-1.,0.4084070449666731,0.,NOERR,4,-6.361868028551622e-6
9614.,0.,2.8003542728190545e-11,-1.,0.4398229715025711,0.,NOERR,2,4.33628107748714e-6
9615.,0.,2.8003542728190545e-11,-1.,0.47123889803846897,0.,ShortOrb,5,-0.000046555692370830554
11504.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,3.267256359733385,3.141592653589793,NOERR,2,-0.00003621045325235849
9618.,0.,2.8003542728190545e-11,-1.,0.5654866776461628,0.,NOERR,1,4.686916728003912e-6
9619.,0.,2.8003542728190545e-11,-1.,0.5969026041820606,0.,ShortOrb,2,-0.00005338504735145134
10073.,0.,2.8003542728190545e-11,1.,2.293362637120549,0.,NOERR,4,-0.00004154149704402722
9620.,0.,2.8003542728190545e-11,-1.,0.6283185307179586,0.,ShortOrb,2,-0.000055284024086537
10078.,0.,2.8003542728190545e-11,1.,2.4504422698000385,0.,NOERR,1,-3.5424277479719116e-6
12853.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,1.6650441064025905,0.,ShortOrb,2,-0.0000604920300823486
9623.,0.,2.8003542728190545e-11,-1.,0.7225663103256524,0.,NOERR,2,-2.38288041847825e-6
12859.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,1.853539665617978,0.,NOERR,1,6.111498644766324e-7
10083.,0.,2.8003542728190545e-11,1.,2.607521902479528,0.,NOERR,1,-2.0879452216566275e-6
9625.,0.,2.8003542728190545e-11,-1.,0.7853981633974483,0.,NOERR,1,3.9778324285377375e-8
10084.,0.,2.8003542728190545e-11,1.,2.638937829015426,0.,NOERR,2,0.00002284881908587286
9628.,0.,2.8003542728190545e-11,-1.,0.8796459430051422,0.,ShortOrb,3,-0.000045818030860433486
12861.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,1.9163715186897738,0.,NOERR,1,-1.7707037226666852e-6
10124.,0.,2.8003542728190545e-11,1.,3.8955748904513436,0.,NOERR,1,-7.313690066297541e-7
11505.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,3.2986722862692828,3.141592653589793,NOERR,2,-0.00001811175488377893
9632.,0.,2.8003542728190545e-11,-1.,1.0053096491487339,0.,NOERR,1,6.155439677746171e-7
10160.,0.,2.8003542728190545e-11,1.,5.026548245743669,0.,NOERR,2,0.00001958649894344161
12863.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,1.9792033717615696,0.,NOERR,33,-0.000014705156923943631
9633.,0.,2.8003542728190545e-11,-1.,1.0367255756846319,0.,NOERR,3,-3.47266776209441e-6
10165.,0.,2.8003542728190545e-11,1.,5.183627878423159,0.,NOERR,1,-6.079105862483692e-7
12866.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,2.0734511513692637,0.,NOERR,1,-2.7774424525051164e-6
9635.,0.,2.8003542728190545e-11,-1.,1.0995574287564276,0.,NOERR,1,-2.9792571485831642e-8
12870.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,2.199114857512855,0.,NOERR,4,-7.825048892227611e-7
11522.,-3.0396598110480402e-6,1.4001771364095273e-12,-1.,3.8327430373795477,3.141592653589793,NOERR,2,-2.8112302205233946e-6
11641.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,1.288052987971815,0.,NOERR,5,-1.825551945765102e-6
9642.,0.,2.8003542728190545e-11,-1.,1.319468914507713,0.,ShortOrb,3,-0.000045681546894049055
10166.,0.,2.8003542728190545e-11,1.,5.215043804959056,0.,NOERR,2,-0.000014950159546473673
10167.,0.,2.8003542728190545e-11,1.,5.246459731494954,0.,NOERR,2,2.06880384426727e-6
10168.,0.,2.8003542728190545e-11,1.,5.277875658030852,0.,NOERR,1,-2.3126940549907932e-6
10177.,0.,2.8003542728190545e-11,1.,5.5606189968539335,0.,NOERR,1,1.889178977447233e-6
10181.,0.,2.8003542728190545e-11,1.,5.686282702997525,0.,NOERR,2,0.000028632811660442012
9644.,0.,2.8003542728190545e-11,-1.,1.382300767579509,0.,ShortOrb,5,-0.00009467753746541572
9650.,0.,2.8003542728190545e-11,-1.,1.5707963267948966,0.,ShortOrb,3,-0.00005065859619864492
10183.,0.,2.8003542728190545e-11,1.,5.749114556069322,0.,NOERR,2,-2.4107513618468685e-6
11659.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,1.853539665617978,0.,NOERR,2,-0.00003556797487189959
11686.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,2.701769682087222,0.,NOERR,2,-5.100872307929838e-7
12878.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,2.4504422698000385,0.,ShortOrb,3,-0.0018296587726850388
11687.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,2.73318560862312,0.,NOERR,2,-8.806205913982135e-7
9654.,0.,2.8003542728190545e-11,-1.,1.6964600329384885,0.,ShortOrb,9,-0.00006401983226413647
11753.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,4.806636759992384,0.,NOERR,15,-5.869472836687594e-6
10184.,0.,2.8003542728190545e-11,1.,5.7805304826052195,0.,NOERR,3,-0.000022878494210211004
12954.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,4.838052686528282,0.,NOERR,1,-0.000013091982511393943
11754.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,4.838052686528282,0.,NOERR,14,-8.341367943209914e-6
10186.,0.,2.8003542728190545e-11,1.,5.843362335677016,0.,NOERR,1,4.892458831232845e-6
9655.,0.,2.8003542728190545e-11,-1.,1.7278759594743864,0.,NOERR,2,-8.790967949715642e-6
12956.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,4.900884539600077,0.,NOERR,2,-5.754520205412426e-6
12961.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,5.057964172279568,0.,NOERR,1,-9.568972487083864e-7
10191.,0.,2.8003542728190545e-11,1.,6.000441968356505,0.,NOERR,2,-1.3098230803403836e-6
9656.,0.,2.8003542728190545e-11,-1.,1.7592918860102844,0.,NOERR,5,-6.158627253168664e-7
11755.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,4.869468613064179,0.,NOERR,1,-0.000012823660428296593
10195.,0.,2.8003542728190545e-11,1.,6.126105674500097,0.,NOERR,2,4.026203941789992e-6
12966.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,5.215043804959056,0.,NOERR,1,-4.460386922240958e-7
10198.,0.,2.8003542728190545e-11,1.,6.220353454107791,0.,ShortOrb,2,-0.00005962664425164898
9658.,0.,2.8003542728190545e-11,-1.,1.82212373908208,0.,NOERR,2,0.00005180954883590387
9666.,0.,2.8003542728190545e-11,-1.,2.0734511513692637,0.,NOERR,2,-2.3685972293543597e-6
9671.,0.,2.8003542728190545e-11,-1.,2.230530784048753,0.,NOERR,1,2.714198819930138e-6
9672.,0.,2.8003542728190545e-11,-1.,2.261946710584651,0.,NOERR,2,-4.061951142411287e-6
12967.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,5.246459731494954,0.,NOERR,2,-0.00002688447704026361
12974.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,5.46637121724624,0.,NOERR,1,-3.150820198487692e-7
11792.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,6.031857894892402,0.,ShortOrb,3,-0.00006665746090406266
9673.,0.,2.8003542728190545e-11,-1.,2.293362637120549,0.,ShortOrb,4,-0.000015355682177364827
11878.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,2.4504422698000385,3.141592653589793,NOERR,2,-3.5737220174325458e-6
9678.,0.,2.8003542728190545e-11,-1.,2.4504422698000385,0.,NOERR,1,-3.5424277479719116e-6
12985.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,5.811946409141117,0.,NOERR,2,-0.000012911166060124612
12991.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,6.000441968356505,0.,NOERR,1,2.3091223761191599e-7
12992.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,6.031857894892402,0.,NOERR,2,-1.5116912762770056e-6
13076.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,2.3876104167282426,3.141592653589793,NOERR,6,-4.113812238022073e-7
13079.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,2.4818581963359367,3.141592653589793,NOERR,3,2.4377662570330877e-6
10426.,-3.0396598110480402e-6,0.,-1.,0.8168140899333463,0.,NOERR,4,-0.00006779691773124455
13907.,-3.0396598110480402e-6,5.600708545638109e-12,-1.,3.3615041393410787,3.141592653589793,NOERR,2,-0.00002172178602353342
13080.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,2.5132741228718345,3.141592653589793,NOERR,1,-5.85316394030661e-7
11892.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,2.8902652413026098,3.141592653589793,NOERR,2,-0.000028392844166872393
13148.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,4.649557127312894,3.141592653589793,NOERR,1,-1.6147786523347797e-6
13155.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,4.869468613064179,3.141592653589793,NOERR,1,-1.6977449402675676e-6
10432.,-3.0396598110480402e-6,0.,-1.,1.0053096491487339,0.,NOERR,2,-0.00003333945952605146
13161.,-3.0396598110480402e-6,4.200531409228582e-12,-1.,5.057964172279568,3.141592653589793,NOERR,1,-0.000014263814409439239
13909.,-3.0396598110480402e-6,5.600708545638109e-12,-1.,3.4243359924128747,3.141592653589793,NOERR,2,-0.00003412862173875441
11904.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,3.267256359733385,3.141592653589793,NOERR,2,-0.00003621045325235849
13200.,-3.0396598110480402e-6,4.200531409228582e-12,1.,0.,0.,NOERR,1,-2.800022551468504e-6
13932.,-3.0396598110480402e-6,5.600708545638109e-12,-1.,4.1469023027385274,3.141592653589793,NOERR,1,-6.061054452701818e-6
11905.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,3.2986722862692828,3.141592653589793,NOERR,2,-0.00001811175488377893
13938.,-3.0396598110480402e-6,5.600708545638109e-12,-1.,4.335397861953914,3.141592653589793,ShortOrb,2,0.00632537121332355
14005.,-3.0396598110480402e-6,5.600708545638109e-12,1.,0.15707963267948966,0.,NOERR,2,1.120908599505826e-6
13202.,-3.0396598110480402e-6,4.200531409228582e-12,1.,0.06283185307179587,0.,ShortOrb,4,-0.00010731120522750048
11922.,-3.0396598110480402e-6,1.4001771364095273e-12,1.,3.8327430373795477,3.141592653589793,NOERR,2,-2.8112302205233946e-6
13203.,-3.0396598110480402e-6,4.200531409228582e-12,1.,0.09424777960769379,0.,NOERR,2,-9.8000691342867e-6
10445.,-3.0396598110480402e-6,0.,-1.,1.413716694115407,0.,ShortOrb,4,-0.00008389745283368666
10448.,-3.0396598110480402e-6,0.,-1.,1.5079644737231006,0.,NOERR,2,-0.000027406941381602904
14007.,-3.0396598110480402e-6,5.600708545638109e-12,1.,0.21991148575128555,0.,ShortOrb,3,-0.00005443356280999262
12000.,-3.0396598110480402e-6,2.8003542728190546e-12,-1.,0.,0.,NOERR,3,-0.000042600275612673836
14023.,-3.0396598110480402e-6,5.600708545638109e-12,1.,0.7225663103256524,0.,ShortOrb,9,-0.00005446143100924
10587.,-3.0396598110480402e-6,0.,-1.,5.874778262212914,0.,ShortOrb,3,-0.00008979483169075964
12005.,-3.0396598110480402e-6,2.8003542728190546e-12,-1.,0.15707963267948966,0.,NOERR,2,-2.7369996832103513e-7
14025.,-3.0396598110480402e-6,5.600708545638109e-12,1.,0.7853981633974483,0.,ShortOrb,3,-0.0000617672406254498
10687.,-3.0396598110480402e-6,0.,-1.,2.73318560862312,3.141592653589793,ShortOrb,3,-0.00009510284625058744
14033.,-3.0396598110480402e-6,5.600708545638109e-12,1.,1.0367255756846319,0.,NOERR,2,-0.000013109033263117886
14035.,-3.0396598110480402e-6,5.600708545638109e-12,1.,1.0995574287564276,0.,ShortOrb,2,-0.00006531230852724489
13209.,-3.0396598110480402e-6,4.200531409228582e-12,1.,0.2827433388230814,0.,ShortOrb,5,-0.00009870383739534995
13218.,-3.0396598110480402e-6,4.200531409228582e-12,1.,0.5654866776461628,0.,NOERR,1,-3.6151985610935055e-6
13225.,-3.0396598110480402e-6,4.200531409228582e-12,1.,0.7853981633974483,0.,NOERR,1,5.635281898656012e-6
12015.,-3.0396598110480402e-6,2.8003542728190546e-12,-1.,0.47123889803846897,0.,NOERR,3,-0.00005783374198017148
13234.,-3.0396598110480402e-6,4.200531409228582e-12,1.,1.0681415022205298,0.,NOERR,1,6.502061255663608e-7
14044.,-3.0396598110480402e-6,5.600708545638109e-12,1.,1.382300767579509,0.,ShortOrb,2,-0.000011915756957789347
13243.,-3.0396598110480402e-6,4.200531409228582e-12,1.,1.350884841043611,0.,NOERR,1,-3.0977834353336153e-6
13245.,-3.0396598110480402e-6,4.200531409228582e-12,1.,1.413716694115407,0.,NOERR,1,-8.584291106471834e-7
14046.,-3.0396598110480402e-6,5.600708545638109e-12,1.,1.4451326206513049,0.,ShortOrb,2,-0.000042285283318843625
10726.,-3.0396598110480402e-6,0.,-1.,3.958406743523139,3.141592653589793,NOERR,4,-0.00006779691773124455
